"","city","lat","lng","pop","country","Country.Code","IncomeGroup","Region"
"279","Darregueira",-37.6996,-63.1666,3.412,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"280","Juarez",-37.6655,-59.8,10.609,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"281","Mar de Ajo",-36.7162,-56.6766,13.61,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"282","Lobos",-35.1849,-59.0947,18.278,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"283","Chascomus",-35.5662,-58.0166,21.054,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"284","Junin",-34.5846,-60.9589,66.1415,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"285","La Plata",-34.9096,-57.96,440.3885,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"286","Pergamino",-33.8996,-60.57,71.448,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"287","Lujan",-34.5796,-59.11,69.7445,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"288","Azul",-36.7796,-59.87,43.4075,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"289","Villalonga",-39.8829,-62.5833,2.838,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"290","Victorica",-36.2163,-65.45,4.458,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"291","General Pico",-35.6596,-63.77,46.483,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"292","San Antonio Oeste",-40.7329,-64.9333,8.492,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"293","Sierra Colorado",-40.5829,-67.8,1.522,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"294","Mercedes",-33.6896,-65.47,49.345,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"295","Rio Tercero",-32.1796,-64.12,38.0495,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"296","Belen",-27.6496,-67.0333,11.359,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"297","Rinconada",-22.4329,-66.1666,6.2095,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"298","San Pedro",-24.2196,-64.87,55.249,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"299","Libertador General San Martin",-23.8195,-64.79,47.559,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"300","Chilecito",-29.1655,-67.5,20.343,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"301","Chamical",-30.3496,-66.3167,8.989,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"302","Los Blancos",-23.5996,-62.6,1.145,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"303","Cafayate",-26.0829,-65.9666,9.478,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"304","Cerrillos",-24.8996,-65.4833,11.498,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"305","San Antonio de los Cobres",-24.1829,-66.35,4,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"306","Anatuya",-28.4661,-62.8333,14.133,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"307","Frias",-28.6496,-65.15,13.594,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"308","Monte Quemado",-25.7996,-62.8666,11.387,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"309","Juan Jose Castelli",-25.9495,-60.6166,9.421,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"310","Charata",-27.2163,-61.2,18.297,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"311","Las Lomitas",-24.6996,-60.6,7.683,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"312","Mercedes",-29.1796,-58.08,22.8725,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"313","Concordia",-31.3896,-58.03,132.7605,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"314","Sunchales",-30.9329,-61.5666,12.655,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"315","San Justo",-30.7829,-60.5833,9.607,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"316","Vera",-29.4662,-60.2166,9.979,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"317","Reconquista",-29.1395,-59.65,86.6405,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"318","Venado Tuerto",-33.7496,-61.97,52.079,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"319","Esquel",-42.9,-71.3166,20.048,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"320","Zapala",-38.9,-70.0667,19.152,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"321","Olavarria",-36.9,-60.33,65.059,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"322","Tandil",-37.32,-59.15,84.7995,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"323","Viedma",-40.8,-63,54.031,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"324","San Luis",-33.3,-66.35,308.146,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"325","Rio Cuarto",-33.13,-64.35,135.9595,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"326","San Salvador de Jujuy",-24.1833,-65.3,258.739,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"327","San Ramon de la Nueva Oran",-23.14,-64.32,69.4615,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"328","Goya",-29.14,-59.27,71.2745,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"329","Puerto San Julian",-49.3,-67.7167,2.347,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"330","Perito Moreno",-46.6,-70.9334,3.766,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"331","Rio Grande",-53.7914,-67.699,31.095,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"332","Ushuaia",-54.79,-68.31,50.4835,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"333","Sarmiento",-45.6,-69.0833,5.185,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"334","San Rafael",-34.6,-68.3333,79.5235,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"335","Necochea",-38.56,-58.75,70.562,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"336","Rio Colorado",-38.9666,-64.0833,11.499,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"337","Catamarca",-28.47,-65.78,162.586,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"338","La Rioja",-29.41,-66.85,147.13,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"339","Santiago del Estero",-27.7833,-64.2667,317.5495,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"340","Resistencia",-27.46,-58.99,368.4555,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"341","Gualeguaychu",-33.02,-58.52,55.8605,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"342","El Calafate",-50.3333,-72.3,6.329,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"343","San Juan",-31.55,-68.52,433.892,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"344","Rawson",-43.3,-65.1,25.0625,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"345","Neuquen",-38.95,-68.06,213.8235,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"346","Santa Rosa",-36.62,-64.3,97.6935,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"347","San Carlos de Bariloche",-41.15,-71.3,91.953,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"348","Salta",-24.7834,-65.4166,484.646,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"349","Tucumán",-26.816,-65.2166,678.8035,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"350","Formosa",-26.1728,-58.1828,202.272,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"351","Santa Fe",-31.6239,-60.69,393.504,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"352","Rosario",-32.9511,-60.6663,1094.7845,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"353","Puerto Deseado",-47.75,-65.9,3.305,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"354","Rio Gallegos",-51.6333,-69.2166,77.183,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"355","Comodoro Rivadavia",-45.87,-67.5,123.291,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"356","Mendoza",-32.8833,-68.8166,827.815,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"357","Bahia Blanca",-38.74,-62.265,279.041,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"358","Mar del Plata",-38,-57.58,554.916,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"359","Córdoba",-31.4,-64.1823,1374.4675,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"360","Posadas",-27.3578,-55.8851,334.5895,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"361","Buenos Aires",-34.6025,-58.3975,11862.073,"Argentina","ARG","Upper middle income","Latin America & Caribbean"
"362","Ashtarak",40.3017,44.3592,18.779,"Armenia","ARM","Lower middle income","Europe & Central Asia"
"363","Ijevan",40.8756,45.1492,14.737,"Armenia","ARM","Lower middle income","Europe & Central Asia"
"364","Artashat",39.9539,44.5506,20.562,"Armenia","ARM","Lower middle income","Europe & Central Asia"
"365","Gavarr",40.3589,45.1267,21.68,"Armenia","ARM","Lower middle income","Europe & Central Asia"
"366","Yeghegnadzor",39.7611,45.3333,8.2,"Armenia","ARM","Lower middle income","Europe & Central Asia"
"367","Gyumri",40.7894,43.8475,140.2775,"Armenia","ARM","Lower middle income","Europe & Central Asia"
"368","Vanadzor",40.8128,44.4883,89.295,"Armenia","ARM","Lower middle income","Europe & Central Asia"
"369","Yerevan",40.1812,44.5136,1097.7425,"Armenia","ARM","Lower middle income","Europe & Central Asia"
"370","Oranjestad",12.5304,-70.029,50.8875,"Aruba","ABW","High income","Latin America & Caribbean"
"371","Central Coast",-33.42,151.3,3.026,"Australia","AUS","High income","East Asia & Pacific"
"372","Sunshine Coast",-26.68,153.05,57.2155,"Australia","AUS","High income","East Asia & Pacific"
"373","Bourke",-30.1,145.9333,2.475,"Australia","AUS","High income","East Asia & Pacific"
"374","Pine Creek",-13.8162,131.8167,0.505,"Australia","AUS","High income","East Asia & Pacific"
"375","Adelaide River",-13.2495,131.1,0.237,"Australia","AUS","High income","East Asia & Pacific"
"376","McMinns Lagoon",-12.5329,131.05,5.025,"Australia","AUS","High income","East Asia & Pacific"
"377","Newcastle Waters",-17.5528,133.4672,0.01,"Australia","AUS","High income","East Asia & Pacific"
"378","Ravensthorpe",-33.5829,120.0333,0.639,"Australia","AUS","High income","East Asia & Pacific"
"379","Wagin",-33.2996,117.35,1.0375,"Australia","AUS","High income","East Asia & Pacific"
"380","Roebourne",-20.7829,117.1333,11.2815,"Australia","AUS","High income","East Asia & Pacific"
"381","Pannawonica",-21.6366,116.325,0.686,"Australia","AUS","High income","East Asia & Pacific"
"382","Tom Price",-22.6935,117.7931,1.822,"Australia","AUS","High income","East Asia & Pacific"
"383","Kalbarri",-27.6662,114.1667,1.537,"Australia","AUS","High income","East Asia & Pacific"
"384","Mount Magnet",-28.0662,117.8167,0.424,"Australia","AUS","High income","East Asia & Pacific"
"385","Morawa",-29.2163,116,0.259,"Australia","AUS","High income","East Asia & Pacific"
"386","Port Denison",-29.2828,114.9166,1.213,"Australia","AUS","High income","East Asia & Pacific"
"387","Merredin",-31.4828,118.2667,2.054,"Australia","AUS","High income","East Asia & Pacific"
"388","Mount Barker",-34.6328,117.6666,1.7715,"Australia","AUS","High income","East Asia & Pacific"
"389","Katanning",-33.6996,117.5501,3.14,"Australia","AUS","High income","East Asia & Pacific"
"390","Narrogin",-32.9329,117.1666,3.995,"Australia","AUS","High income","East Asia & Pacific"
"391","Gingin",-31.3496,115.9,1.446,"Australia","AUS","High income","East Asia & Pacific"
"392","Bunbury",-33.3443,115.6502,26.6835,"Australia","AUS","High income","East Asia & Pacific"
"393","Kwinana",-32.2394,115.7702,18.8175,"Australia","AUS","High income","East Asia & Pacific"
"394","Southern Cross",-31.2161,119.3167,0.187,"Australia","AUS","High income","East Asia & Pacific"
"395","Kaltukatjara",-25.7884,128.9973,0.355,"Australia","AUS","High income","East Asia & Pacific"
"396","Queanbeyan",-35.3546,149.2113,32.408,"Australia","AUS","High income","East Asia & Pacific"
"397","Tweed Heads",-28.1826,153.5466,33.065,"Australia","AUS","High income","East Asia & Pacific"
"398","Ivanhoe",-32.8996,144.3,0.265,"Australia","AUS","High income","East Asia & Pacific"
"399","Wilcannia",-31.5662,143.3833,0.442,"Australia","AUS","High income","East Asia & Pacific"
"400","Merimbula",-36.8996,149.9,3.6075,"Australia","AUS","High income","East Asia & Pacific"
"401","Echuca",-36.1296,144.75,13.46,"Australia","AUS","High income","East Asia & Pacific"
"402","Deniliquin",-35.5296,144.95,6.0195,"Australia","AUS","High income","East Asia & Pacific"
"403","Nowra",-34.8828,150.6,61.0365,"Australia","AUS","High income","East Asia & Pacific"
"404","Ulladulla",-35.3495,150.47,6.811,"Australia","AUS","High income","East Asia & Pacific"
"405","Batemans Bay",-35.6896,150.2073,5.604,"Australia","AUS","High income","East Asia & Pacific"
"406","Cooma",-36.2396,149.12,5.6615,"Australia","AUS","High income","East Asia & Pacific"
"407","Tumut",-35.3096,148.22,4.873,"Australia","AUS","High income","East Asia & Pacific"
"408","Leeton",-34.5449,146.3973,6.277,"Australia","AUS","High income","East Asia & Pacific"
"409","Young",-34.3096,148.29,6.422,"Australia","AUS","High income","East Asia & Pacific"
"410","Cowra",-33.8296,148.68,5.7295,"Australia","AUS","High income","East Asia & Pacific"
"411","Forbes",-33.3896,148.02,4.0765,"Australia","AUS","High income","East Asia & Pacific"
"412","Goulburn",-34.7496,149.7102,16.444,"Australia","AUS","High income","East Asia & Pacific"
"413","Kiama",-34.7096,150.84,10.379,"Australia","AUS","High income","East Asia & Pacific"
"414","Katoomba",-33.7069,150.32,20.3345,"Australia","AUS","High income","East Asia & Pacific"
"415","Richmond",-33.5995,150.74,9.72,"Australia","AUS","High income","East Asia & Pacific"
"416","Lithgow",-33.4961,150.1528,10.338,"Australia","AUS","High income","East Asia & Pacific"
"417","Parkes",-33.1296,148.17,7.16,"Australia","AUS","High income","East Asia & Pacific"
"418","Bathurst",-33.4196,149.57,6.111,"Australia","AUS","High income","East Asia & Pacific"
"419","Maitland",-32.721,151.555,10.0265,"Australia","AUS","High income","East Asia & Pacific"
"420","Singleton",-32.5695,151.16,8.3405,"Australia","AUS","High income","East Asia & Pacific"
"421","Mudgee",-32.5896,149.5801,5.391,"Australia","AUS","High income","East Asia & Pacific"
"422","Muswellbrook",-32.2696,150.89,8.171,"Australia","AUS","High income","East Asia & Pacific"
"423","Taree",-31.8976,152.4618,30.1315,"Australia","AUS","High income","East Asia & Pacific"
"424","Kempsey",-31.0874,152.822,10.681,"Australia","AUS","High income","East Asia & Pacific"
"425","Gunnedah",-30.987,150.2623,6.204,"Australia","AUS","High income","East Asia & Pacific"
"426","Coffs Harbour",-30.3071,153.1123,48.961,"Australia","AUS","High income","East Asia & Pacific"
"427","Narrabri",-30.3319,149.7874,6.1055,"Australia","AUS","High income","East Asia & Pacific"
"428","Inverell",-29.7668,151.1126,6.8455,"Australia","AUS","High income","East Asia & Pacific"
"429","Yamba",-29.423,153.3533,1.806,"Australia","AUS","High income","East Asia & Pacific"
"430","Ballina",-28.8614,153.568,13.9975,"Australia","AUS","High income","East Asia & Pacific"
"431","Wagga Wagga",-35.1222,147.34,45.549,"Australia","AUS","High income","East Asia & Pacific"
"432","Scone",-32.0796,150.8501,4.624,"Australia","AUS","High income","East Asia & Pacific"
"433","Byron Bay",-28.6565,153.6129,5.2445,"Australia","AUS","High income","East Asia & Pacific"
"434","Berri",-34.2829,140.6,4.523,"Australia","AUS","High income","East Asia & Pacific"
"435","Peterborough",-32.9662,138.8333,1.351,"Australia","AUS","High income","East Asia & Pacific"
"436","Wallaroo",-33.9329,137.6333,2.442,"Australia","AUS","High income","East Asia & Pacific"
"437","Clare",-33.8329,138.6,2.729,"Australia","AUS","High income","East Asia & Pacific"
"438","Meningie",-35.6995,139.3333,0.85,"Australia","AUS","High income","East Asia & Pacific"
"439","Kingston South East",-36.8328,139.8501,0.206,"Australia","AUS","High income","East Asia & Pacific"
"440","Bordertown",-36.3162,140.7666,1.976,"Australia","AUS","High income","East Asia & Pacific"
"441","Penola",-37.383,140.8167,1.513,"Australia","AUS","High income","East Asia & Pacific"
"442","Kingoonya",-30.8996,135.3,0.05,"Australia","AUS","High income","East Asia & Pacific"
"443","Kimba",-33.1496,136.4334,0.636,"Australia","AUS","High income","East Asia & Pacific"
"444","Streaky Bay",-32.8119,134.2149,0.6145,"Australia","AUS","High income","East Asia & Pacific"
"445","Cowell",-33.6829,136.9166,0.537,"Australia","AUS","High income","East Asia & Pacific"
"446","Tumby Bay",-34.3829,136.0833,1.791,"Australia","AUS","High income","East Asia & Pacific"
"447","Andamooka",-30.431,137.1656,0.528,"Australia","AUS","High income","East Asia & Pacific"
"448","Woomera",-31.1496,136.8,0.45,"Australia","AUS","High income","East Asia & Pacific"
"449","Port Pirie",-33.1911,137.99,12.417,"Australia","AUS","High income","East Asia & Pacific"
"450","Gawler",-34.6074,138.7264,15.5425,"Australia","AUS","High income","East Asia & Pacific"
"451","Murray Bridge",-35.1296,139.26,14.1855,"Australia","AUS","High income","East Asia & Pacific"
"452","Victor Harbor",-35.5596,138.6173,7.489,"Australia","AUS","High income","East Asia & Pacific"
"453","Hamilton",-37.7312,142.0234,6.9925,"Australia","AUS","High income","East Asia & Pacific"
"454","Ouyen",-35.0662,142.3167,0.912,"Australia","AUS","High income","East Asia & Pacific"
"455","Colac",-38.3395,143.58,7.45,"Australia","AUS","High income","East Asia & Pacific"
